Tape ID   Status    State            Usable(GB)  Used(GB)  Available(GB)  Reclaimable%  Pool        Library    Location  Task ID
B00303JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00304JE  ok        appendable            19485     19477              7            0%  gpfsODC001  BelferLib  homeslot  -      
B00305JE  ok        appendable            19485         0          19485            0%  gpfsODC001  BelferLib  homeslot  -      
B00306JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00307JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00308JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00309JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00310JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00311JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00312JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00313JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00314JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00315JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00316JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00317JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00318JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00319JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00320JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00321JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00322JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00323JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00324JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00325JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00326JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00327JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00328JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00329JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00330JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00331JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00332JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00333JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00334JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00335JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00336JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00337JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00338JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00339JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00340JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00341JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00342JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00343JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00344JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00345JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00346JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00347JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00348JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00349JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00350JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00351JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00352JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00353JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00354JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00355JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00356JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00357JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00358JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00359JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00360JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00361JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00362JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00363JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00364JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00365JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00366JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00367JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00368JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00369JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00370JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00371JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00372JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00373JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00374JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00375JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00376JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00377JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00378JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00379JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00380JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00381JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00382JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00383JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00384JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00385JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00386JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00387JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00388JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00389JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00390JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00391JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00392JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00393JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00394JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00395JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00396JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00397JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00398JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00399JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00400JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00401JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00402JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00403JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00404JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00405JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00406JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00407JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00408JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00409JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00410JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00411JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00412JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00413JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00414JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00415JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00416JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00417JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00418JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00419JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00420JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00421JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00422JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00423JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00424JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00425JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00426JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00427JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00428JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00429JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00430JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00431JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00432JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00433JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00434JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00435JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00436JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00437JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00438JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00439JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00440JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00441JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00442JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00443JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00444JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00445JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00446JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00447JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00448JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00449JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00450JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00451JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00452JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00453JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00454JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00455JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00456JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00457JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00458JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00459JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00460JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00461JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00462JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00463JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00464JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00465JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00466JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00467JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00468JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00469JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00470JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00471JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00472JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00473JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00474JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00475JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00476JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00477JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00478JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00479JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00480JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00481JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00482JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00483JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00484JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00485JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00486JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00487JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00488JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00489JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00490JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00491JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00492JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00493JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00494JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00495JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00496JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00497JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00498JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00499JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00500JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00501JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00502JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00503JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00504JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00505JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00506JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00507JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00508JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00509JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00510JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00511JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00512JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00513JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00514JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00515JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00516JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00517JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00518JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00519JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00520JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00521JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00522JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00523JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00524JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00525JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00526JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00527JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00528JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
B00529JE  ok        unassigned                0         0              0            0%  -           BelferLib  ieslot    -      
A00001JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00002JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00003JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00004JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00005JE  ok        appendable            19485     19467             17            0%  gpfsYDC001  PriceLib   homeslot  -      
A00006JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00007JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00008JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00009JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00010JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00011JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00012JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00013JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00014JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00015JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00016JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00017JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00018JE  ok        appendable            19485     19480              4            0%  gpfsYDC001  PriceLib   homeslot  -      
A00019JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00020JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00021JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00022JE  ok        appendable            19485     19483              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00023JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00024JE  ok        data_full             19485     19485              0            0%  gpfsYDC001  PriceLib   homeslot  -      
A00025JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00026JE  ok        appendable            19485     19479              5            0%  gpfsYDC001  PriceLib   homeslot  -      
A00027JE  ok        appendable            19485     19478              6            0%  gpfsYDC001  PriceLib   homeslot  -      
A00028JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00029JE  ok        appendable            19485     19480              4            0%  gpfsYDC001  PriceLib   homeslot  -      
A00030JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00031JE  ok        appendable            19485     19484              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00032JE  ok        appendable            19485     19484              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00033JE  ok        appendable            19485     19483              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00034JE  ok        appendable            19485     19483              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00035JE  ok        appendable            19485     19484              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00036JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00037JE  ok        appendable            19485     19483              2            0%  gpfsYDC001  PriceLib   homeslot  -      
A00038JE  ok        appendable            19485     19484              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00039JE  ok        appendable            19485     19479              5            0%  gpfsYDC001  PriceLib   homeslot  -      
A00040JE  ok        appendable            19485     19482              3            0%  gpfsYDC001  PriceLib   homeslot  -      
A00041JE  ok        appendable            19485     19479              5            0%  gpfsYDC001  PriceLib   homeslot  -      
A00042JE  ok        appendable            19485     19480              4            0%  gpfsYDC001  PriceLib   homeslot  -      
A00043JE  ok        appendable            19485     19483              1            0%  gpfsYDC001  PriceLib   drive     -      
A00044JE  ok        appendable            19485     19469             15            0%  gpfsYDC001  PriceLib   homeslot  -      
A00045JE  ok        appendable            19485     19483              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00046JE  ok        appendable            19485     19482              2            0%  gpfsYDC001  PriceLib   homeslot  -      
A00047JE  ok        appendable            19485     19483              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00048JE  ok        appendable            19485     19479              5            0%  gpfsYDC001  PriceLib   homeslot  -      
A00049JE  ok        appendable            19485     19484              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00050JE  ok        appendable            19485     19481              3            0%  gpfsYDC001  PriceLib   homeslot  -      
A00051JE  ok        appendable            19485     19479              5            0%  gpfsYDC001  PriceLib   homeslot  -      
A00052JE  ok        appendable            19485     19483              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00053JE  ok        appendable            19485     19478              6            0%  gpfsYDC001  PriceLib   homeslot  -      
A00054JE  ok        appendable            19485     19483              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00055JE  ok        appendable            19485     19481              3            0%  gpfsYDC001  PriceLib   homeslot  -      
A00056JE  ok        appendable            19485     19481              3            0%  gpfsYDC001  PriceLib   homeslot  -      
A00057JE  ok        appendable            19485     19480              4            0%  gpfsYDC001  PriceLib   homeslot  -      
A00058JE  ok        appendable            19485     19479              6            0%  gpfsYDC001  PriceLib   homeslot  -      
A00059JE  ok        appendable            19485     19478              6            0%  gpfsYDC001  PriceLib   homeslot  -      
A00060JE  ok        appendable            19485     19481              3            0%  gpfsYDC001  PriceLib   homeslot  -      
A00061JE  ok        appendable            19485     19483              1            1%  gpfsYDC001  PriceLib   homeslot  -      
A00062JE  ok        appendable            19485     19479              5            0%  gpfsYDC001  PriceLib   homeslot  -      
A00063JE  ok        appendable            19485     19482              3            0%  gpfsYDC001  PriceLib   homeslot  -      
A00064JE  error     missing                   0         0              0            0%  gpfsYDC001  PriceLib   -         -      
A00065JE  ok        appendable            19485     19479              5            1%  gpfsYDC001  PriceLib   homeslot  -      
A00066JE  ok        appendable            19485     19482              2            1%  gpfsYDC001  PriceLib   homeslot  -      
A00067JE  ok        appendable            19485     19481              3            0%  gpfsYDC001  PriceLib   homeslot  -      
A00068JE  ok        appendable            19485     19481              4            0%  gpfsYDC001  PriceLib   homeslot  -      
A00069JE  ok        appendable            19485     19482              2            3%  gpfsYDC001  PriceLib   homeslot  -      
A00070JE  ok        appendable            19485     19483              1            4%  gpfsYDC001  PriceLib   homeslot  -      
A00071JE  ok        appendable            19485     19477              8            4%  gpfsYDC001  PriceLib   homeslot  -      
A00072JE  ok        appendable            19485     19483              1            2%  gpfsYDC001  PriceLib   homeslot  -      
A00073JE  ok        appendable            19485     19480              4            2%  gpfsYDC001  PriceLib   homeslot  -      
A00074JE  ok        appendable            19485     19483              1            4%  gpfsYDC001  PriceLib   homeslot  -      
A00075JE  ok        appendable            19485     19483              2            1%  gpfsYDC001  PriceLib   homeslot  -      
A00076JE  ok        appendable            19485     19481              3            5%  gpfsYDC001  PriceLib   homeslot  -      
A00077JE  ok        appendable            19485     19481              3            1%  gpfsYDC001  PriceLib   homeslot  -      
A00078JE  ok        appendable            19485     19466             18            0%  gpfsYDC001  PriceLib   homeslot  -      
A00079JE  ok        appendable            19485     19484              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00080JE  ok        appendable            19485     19481              4            0%  gpfsYDC001  PriceLib   homeslot  -      
A00081JE  ok        appendable            19485     19470             15            0%  gpfsYDC001  PriceLib   homeslot  -      
A00082JE  ok        appendable            19485     19483              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00083JE  ok        appendable            19485     19480              4            0%  gpfsYDC001  PriceLib   homeslot  -      
A00084JE  ok        appendable            19485     19483              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00085JE  ok        appendable            19485     19484              1            0%  gpfsYDC001  PriceLib   drive     -      
A00086JE  ok        appendable            19485     19474             10            0%  gpfsYDC001  PriceLib   homeslot  -      
A00087JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00088JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00089JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00090JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00091JE  ok        appendable            19485     19482              2            0%  gpfsYDC001  PriceLib   homeslot  -      
A00092JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00093JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00094JE  ok        appendable            19485     19479              6            0%  gpfsYDC001  PriceLib   homeslot  -      
A00095JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00096JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00097JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00098JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00099JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00100JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00101JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00102JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00103JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00104JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00105JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00106JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00107JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00108JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00109JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00110JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00111JE  ok        appendable            19485     19468             17            0%  gpfsYDC001  PriceLib   homeslot  -      
A00112JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00113JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00114JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00115JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00116JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
